TID;Time;Activity
1062;19:41;Settled successful
2456;19:41;Added again to queue 2
2455;19:41;Added again to queue 2
3040;19:41;Added again to queue 2
3039;19:41;Added again to queue 2
2701;19:41;Added again to queue 2
2702;19:41;Added again to queue 2
151;19:41;Added again to queue 2
152;19:41;Added again to queue 2
836;19:41;Added again to queue 2
835;19:41;Added again to queue 2
2438;19:41;Settled successful from queue 2
2437;19:41;Settled successful from queue 2
1088;19:41;Added again to queue 2
1087;19:41;Added again to queue 2
2398;19:41;Added again to queue 2
2397;19:41;Added again to queue 2
2954;19:41;Added again to queue 2
2953;19:41;Added again to queue 2
1533;19:42;Matched
1534;19:42;Matched
1951;19:42;Matched
1952;19:42;Matched
1533;19:42;Settled successful
1534;19:42;Settled successful
1951;19:42;Added to queue 2
1952;19:42;Added to queue 2
2466;19:42;Added again to queue 2
2465;19:42;Added again to queue 2
1951;19:42;Added again to queue 2
1952;19:42;Added again to queue 2
332;19:42;Added again to queue 2
331;19:42;Added again to queue 2
839;19:42;Added again to queue 2
840;19:42;Added again to queue 2
440;19:42;Added again to queue 2
439;19:42;Added again to queue 2
265;19:43;Added to queue 1
1548;19:43;Matched
1547;19:43;Matched
1624;19:43;Matched
1623;19:43;Matched
2363;19:43;Matched
2364;19:43;Matched
2714;19:43;Matched
2713;19:43;Matched
1548;19:43;Settled successful
1547;19:43;Settled successful
1624;19:43;Settled successful
1623;19:43;Settled successful
2363;19:43;Added to queue 2
2364;19:43;Added to queue 2
2714;19:43;Added to queue 2
2713;19:43;Added to queue 2
1279;19:43;Added again to queue 2
1280;19:43;Added again to queue 2
758;19:43;Added again to queue 2
757;19:43;Added again to queue 2
2456;19:43;Added again to queue 2
2455;19:43;Added again to queue 2
841;19:43;Added again to queue 2
842;19:43;Added again to queue 2
1023;19:43;Added again to queue 2
1024;19:43;Added again to queue 2
2052;19:43;Settled successful from queue 2
2051;19:43;Settled successful from queue 2
2112;19:43;Added again to queue 2
2111;19:43;Added again to queue 2
1349;19:43;Added again to queue 2
1350;19:43;Added again to queue 2
2203;19:43;Added again to queue 2
2204;19:43;Added again to queue 2
956;19:43;Added again to queue 2
955;19:43;Added again to queue 2
228;19:43;Added again to queue 2
227;19:43;Added again to queue 2
2846;19:43;Added again to queue 2
2845;19:43;Added again to queue 2
2701;19:43;Added again to queue 2
2702;19:43;Added again to queue 2
1707;19:43;Added again to queue 2
1708;19:43;Added again to queue 2
610;19:43;Added again to queue 2
609;19:43;Added again to queue 2
2464;19:43;Added again to queue 2
2463;19:43;Added again to queue 2
444;19:43;Added again to queue 2
443;19:43;Added again to queue 2
360;19:43;Added again to queue 2
359;19:43;Added again to queue 2
1921;19:43;Added again to queue 2
1922;19:43;Added again to queue 2
1208;19:43;Added again to queue 2
1207;19:43;Added again to queue 2
704;19:43;Added again to queue 2
703;19:43;Added again to queue 2
1663;19:43;Added again to queue 2
1664;19:43;Added again to queue 2
2332;19:43;Added again to queue 2
2331;19:43;Added again to queue 2
1959;19:43;Added again to queue 2
1960;19:43;Added again to queue 2
2481;19:43;Added again to queue 2
2482;19:43;Added again to queue 2
360;19:43;Added again to queue 2
359;19:43;Added again to queue 2
777;19:43;Settled successful from queue 2
778;19:43;Settled successful from queue 2
1155;19:43;Added again to queue 2
1156;19:43;Added again to queue 2
2363;19:43;Added again to queue 2
2364;19:43;Added again to queue 2
1845;19:44;Matched
1846;19:44;Matched
2430;19:44;Matched
2429;19:44;Matched
1845;19:44;Added to queue 2
1846;19:44;Added to queue 2
2430;19:44;Settled successful
2429;19:44;Settled successful
551;19:44;Added again to queue 2
552;19:44;Added again to queue 2
605;19:44;Added again to queue 2
606;19:44;Added again to queue 2
3098;19:44;Added again to queue 2
3097;19:44;Added again to queue 2
3066;19:44;Added again to queue 2
3065;19:44;Added again to queue 2
1453;19:44;Added again to queue 2
1454;19:44;Added again to queue 2
1709;19:44;Added again to queue 2
1710;19:44;Added again to queue 2
865;19:44;Added again to queue 2
866;19:44;Added again to queue 2
1966;19:44;Added again to queue 2
1965;19:44;Added again to queue 2
1349;19:44;Added again to queue 2
1350;19:44;Added again to queue 2
131;19:45;Matched
132;19:45;Matched
2461;19:45;Matched
2462;19:45;Matched
2812;19:45;Matched
2811;19:45;Matched
131;19:45;Added to queue 2
132;19:45;Added to queue 2
2461;19:45;Settled successful
2462;19:45;Settled successful
2812;19:45;Added to queue 2
2811;19:45;Added to queue 2
2970;19:45;Added again to queue 2
2969;19:45;Added again to queue 2
2076;19:45;Added again to queue 2
2075;19:45;Added again to queue 2
690;19:45;Added again to queue 2
689;19:45;Added again to queue 2
725;19:45;Added again to queue 2
726;19:45;Added again to queue 2
789;19:47;Added to queue 1
1867;19:47;Added to queue 1
2562;19:47;Matched
2561;19:47;Matched
2562;19:47;Added to queue 2
2561;19:47;Added to queue 2
1762;19:48;Matched
1761;19:48;Matched
1762;19:48;Settled successful
1761;19:48;Settled successful
1921;19:48;Added again to queue 2
1922;19:48;Added again to queue 2
1208;19:48;Added again to queue 2
1207;19:48;Added again to queue 2
704;19:48;Added again to queue 2
703;19:48;Added again to queue 2
1663;19:48;Added again to queue 2
1664;19:48;Added again to queue 2
2332;19:48;Added again to queue 2
2331;19:48;Added again to queue 2
1959;19:48;Added again to queue 2
1960;19:48;Added again to queue 2
2481;19:48;Added again to queue 2
2482;19:48;Added again to queue 2
360;19:48;Added again to queue 2
359;19:48;Added again to queue 2
1155;19:48;Added again to queue 2
1156;19:48;Added again to queue 2
2363;19:48;Added again to queue 2
2364;19:48;Added again to queue 2
2466;19:48;Added again to queue 2
2465;19:48;Added again to queue 2
1951;19:48;Added again to queue 2
1952;19:48;Added again to queue 2
812;19:49;Added to queue 1
2003;19:49;Added to queue 1
1449;19:50;Matched
1450;19:50;Matched
1449;19:50;Settled successful
1450;19:50;Settled successful
2255;19:50;Added again to queue 2
2256;19:50;Added again to queue 2
599;19:50;Added again to queue 2
600;19:50;Added again to queue 2
1588;19:50;Added again to queue 2
1587;19:50;Added again to queue 2
1455;19:50;Added again to queue 2
1456;19:50;Added again to queue 2
893;19:50;Added again to queue 2
894;19:50;Added again to queue 2
382;19:50;Added again to queue 2
381;19:50;Added again to queue 2
435;19:50;Added again to queue 2
436;19:50;Added again to queue 2
1826;19:50;Added again to queue 2
1825;19:50;Added again to queue 2
1851;19:50;Added again to queue 2
1852;19:50;Added again to queue 2
2623;19:50;Added again to queue 2
2624;19:50;Added again to queue 2
1473;19:50;Added again to queue 2
1474;19:50;Added again to queue 2
1776;19:50;Added again to queue 2
1775;19:50;Added again to queue 2
403;19:50;Settled successful from queue 2
404;19:50;Settled successful from queue 2
1487;19:50;Added again to queue 2
1488;19:50;Added again to queue 2
2022;19:51;Matched
2021;19:51;Matched
2599;19:51;Matched
2600;19:51;Matched
2022;19:51;Added to queue 2
2021;19:51;Added to queue 2
2599;19:51;Added to queue 2
2600;19:51;Added to queue 2
982;19:52;Matched
981;19:52;Matched
1734;19:52;Matched
1733;19:52;Matched
982;19:52;Settled successful
981;19:52;Settled successful
1734;19:52;Settled successful
1733;19:52;Settled successful
1514;19:52;Added again to queue 2
1513;19:52;Added again to queue 2
2227;19:52;Added again to queue 2
2228;19:52;Added again to queue 2
2311;19:52;Added again to queue 2
2312;19:52;Added again to queue 2
2466;19:52;Added again to queue 2
2465;19:52;Added again to queue 2
2377;19:52;Added again to queue 2
2378;19:52;Added again to queue 2
1751;19:52;Added again to queue 2
1752;19:52;Added again to queue 2
1974;19:52;Added again to queue 2
1973;19:52;Added again to queue 2
1795;19:52;Added again to queue 2
1796;19:52;Added again to queue 2
2481;19:52;Added again to queue 2
2482;19:52;Added again to queue 2
375;19:52;Added again to queue 2
376;19:52;Added again to queue 2
1795;19:52;Added again to queue 2
1796;19:52;Added again to queue 2
320;19:52;Added again to queue 2
319;19:52;Added again to queue 2
2232;19:52;Added again to queue 2
2231;19:52;Added again to queue 2
151;19:52;Settled successful from queue 2
152;19:52;Settled successful from queue 2
1951;19:52;Added again to queue 2
1952;19:52;Added again to queue 2
1487;19:52;Added again to queue 2
1488;19:52;Added again to queue 2
1301;19:53;Matched
1302;19:53;Matched
1301;19:53;Settled successful
1302;19:53;Settled successful
1127;19:53;Added again to queue 2
1128;19:53;Added again to queue 2
618;19:53;Added again to queue 2
617;19:53;Added again to queue 2
1208;19:53;Added again to queue 2
1207;19:53;Added again to queue 2
921;19:53;Added again to queue 2
922;19:53;Added again to queue 2
2599;19:53;Added again to queue 2
2600;19:53;Added again to queue 2
2970;19:53;Added again to queue 2
2969;19:53;Added again to queue 2
2076;19:53;Added again to queue 2
2075;19:53;Added again to queue 2
690;19:53;Added again to queue 2
689;19:53;Added again to queue 2
725;19:53;Added again to queue 2
726;19:53;Added again to queue 2
2003;19:54;Matched
2004;19:54;Matched
2003;19:54;Settled successful
2004;19:54;Settled successful
332;19:54;Added again to queue 2
331;19:54;Added again to queue 2
354;19:54;Added again to queue 2
353;19:54;Added again to queue 2
1921;19:54;Added again to queue 2
1922;19:54;Added again to queue 2
839;19:54;Added again to queue 2
840;19:54;Added again to queue 2
2798;19:54;Added again to queue 2
2797;19:54;Added again to queue 2
2464;19:54;Added again to queue 2
2463;19:54;Added again to queue 2
2255;19:54;Added again to queue 2
2256;19:54;Added again to queue 2
599;19:54;Added again to queue 2
600;19:54;Added again to queue 2
1588;19:54;Added again to queue 2
1587;19:54;Added again to queue 2
1455;19:54;Added again to queue 2
1456;19:54;Added again to queue 2
893;19:54;Added again to queue 2
894;19:54;Added again to queue 2
382;19:54;Added again to queue 2
381;19:54;Added again to queue 2
435;19:54;Added again to queue 2
436;19:54;Added again to queue 2
1826;19:54;Added again to queue 2
1825;19:54;Added again to queue 2
1851;19:54;Added again to queue 2
1852;19:54;Added again to queue 2
2623;19:54;Added again to queue 2
2624;19:54;Added again to queue 2
1473;19:54;Added again to queue 2
1474;19:54;Added again to queue 2
1776;19:54;Added again to queue 2
1775;19:54;Added again to queue 2
1487;19:54;Added again to queue 2
1488;19:54;Added again to queue 2
197;19:55;Matched
198;19:55;Matched
604;19:55;Added to queue 1
1594;19:55;Matched
1593;19:55;Matched
2086;19:55;Matched
2085;19:55;Matched
2537;19:55;Matched
2538;19:55;Matched
197;19:55;Settled successful
198;19:55;Settled successful
1594;19:55;Settled successful
1593;19:55;Settled successful
2086;19:55;Settled successful
2085;19:55;Settled successful
2537;19:55;Added to queue 2
2538;19:55;Added to queue 2
2255;19:55;Added again to queue 2
2256;19:55;Added again to queue 2
599;19:55;Added again to queue 2
600;19:55;Added again to queue 2
1588;19:55;Added again to queue 2
1587;19:55;Added again to queue 2
1455;19:55;Added again to queue 2
1456;19:55;Added again to queue 2
893;19:55;Added again to queue 2
894;19:55;Added again to queue 2
382;19:55;Added again to queue 2
381;19:55;Added again to queue 2
435;19:55;Added again to queue 2
436;19:55;Added again to queue 2
1826;19:55;Added again to queue 2
1825;19:55;Added again to queue 2
1851;19:55;Added again to queue 2
1852;19:55;Added again to queue 2
2623;19:55;Added again to queue 2
2624;19:55;Added again to queue 2
1473;19:55;Added again to queue 2
1474;19:55;Added again to queue 2
1776;19:55;Added again to queue 2
1775;19:55;Added again to queue 2
1487;19:55;Settled successful from queue 2
1488;19:55;Settled successful from queue 2
1795;19:55;Added again to queue 2
1796;19:55;Added again to queue 2
320;19:55;Added again to queue 2
319;19:55;Added again to queue 2
2232;19:55;Added again to queue 2
2231;19:55;Added again to queue 2
1951;19:55;Added again to queue 2
1952;19:55;Added again to queue 2
761;19:55;Added again to queue 2
762;19:55;Added again to queue 2
294;19:55;Added again to queue 2
293;19:55;Added again to queue 2
203;19:55;Added again to queue 2
204;19:55;Added again to queue 2
1102;19:55;Added again to queue 2
1101;19:55;Added again to queue 2
1397;19:55;Added again to queue 2
1398;19:55;Added again to queue 2
844;19:55;Added again to queue 2
843;19:55;Added again to queue 2
1219;19:55;Added again to queue 2
1220;19:55;Added again to queue 2
347;19:55;Added again to queue 2
348;19:55;Added again to queue 2
635;19:55;Settled successful from queue 2
636;19:55;Settled successful from queue 2
706;19:55;Added again to queue 2
705;19:55;Added again to queue 2
2916;19:55;Added again to queue 2
2915;19:55;Added again to queue 2
1589;19:55;Added again to queue 2
1590;19:55;Added again to queue 2
346;19:55;Added again to queue 2
345;19:55;Added again to queue 2
1265;19:56;Matched
1266;19:56;Matched
1265;19:56;Added to queue 2
1266;19:56;Added to queue 2
1121;19:57;Matched
1122;19:57;Matched
1612;19:57;Matched
1611;19:57;Matched
1740;19:57;Matched
1739;19:57;Matched
2040;19:57;Matched
2039;19:57;Matched
2486;19:57;Added to queue 1
1121;19:57;Added to queue 2
1122;19:57;Added to queue 2
1612;19:57;Added to queue 2
1611;19:57;Added to queue 2
1740;19:57;Added to queue 2
1739;19:57;Added to queue 2
2040;19:57;Added to queue 2
2039;19:57;Added to queue 2
334;19:58;Matched
333;19:58;Matched
429;19:58;Matched
430;19:58;Matched
1200;19:58;Matched
1199;19:58;Matched
1621;19:58;Matched
1622;19:58;Matched
1695;19:58;Added to queue 1
334;19:58;Added to queue 2
333;19:58;Added to queue 2
429;19:58;Added to queue 2
430;19:58;Added to queue 2
1200;19:58;Settled successful
1199;19:58;Settled successful
1621;19:58;Added to queue 2
1622;19:58;Added to queue 2
1889;19:58;Added again to queue 2
1890;19:58;Added again to queue 2
1232;19:58;Added again to queue 2
1231;19:58;Added again to queue 2
444;19:58;Added again to queue 2
443;19:58;Added again to queue 2
346;19:58;Added again to queue 2
345;19:58;Added again to queue 2
2056;19:58;Added again to queue 2
2055;19:58;Added again to queue 2
2860;19:58;Added again to queue 2
2859;19:58;Added again to queue 2
1808;19:58;Added again to queue 2
1807;19:58;Added again to queue 2
1483;19:58;Added again to queue 2
1484;19:58;Added again to queue 2
1127;19:58;Added again to queue 2
1128;19:58;Added again to queue 2
2094;19:58;Added again to queue 2
2093;19:58;Added again to queue 2
1684;19:58;Added again to queue 2
1683;19:58;Added again to queue 2
618;19:58;Added again to queue 2
617;19:58;Added again to queue 2
1974;19:58;Added again to queue 2
1973;19:58;Added again to queue 2
1939;19:58;Added again to queue 2
1940;19:58;Added again to queue 2
2058;19:58;Added again to queue 2
2057;19:58;Added again to queue 2
2503;19:58;Added again to queue 2
2504;19:58;Added again to queue 2
742;19:58;Added again to queue 2
741;19:58;Added again to queue 2
985;19:58;Added again to queue 2
986;19:58;Added again to queue 2
1620;19:58;Added again to queue 2
1619;19:58;Added again to queue 2
375;19:58;Added again to queue 2
376;19:58;Added again to queue 2
1759;19:58;Added again to queue 2
1760;19:58;Added again to queue 2
813;19:58;Added again to queue 2
814;19:58;Added again to queue 2
1265;19:58;Added again to queue 2
1266;19:58;Added again to queue 2
1232;19:58;Added again to queue 2
1231;19:58;Added again to queue 2
3045;19:58;Added again to queue 2
3046;19:58;Added again to queue 2
2112;19:58;Added again to queue 2
2111;19:58;Added again to queue 2
1851;19:58;Added again to queue 2
1852;19:58;Added again to queue 2
1709;19:58;Settled successful from queue 2
1710;19:58;Settled successful from queue 2
2714;19:58;Added again to queue 2
2713;19:58;Added again to queue 2
131;19:58;Added again to queue 2
132;19:58;Added again to queue 2
1121;19:58;Added again to queue 2
1122;19:58;Added again to queue 2
1353;19:59;Matched
1354;19:59;Matched
1854;19:59;Matched
1853;19:59;Matched
1353;19:59;Added to queue 2
1354;19:59;Added to queue 2
1854;19:59;Added to queue 2
1853;19:59;Added to queue 2
1081;20:00;Matched
1082;20:00;Matched
1923;20:00;Matched
1924;20:00;Matched
1081;20:00;Settled successful
1082;20:00;Settled successful
1923;20:00;Added to queue 2
1924;20:00;Added to queue 2
551;20:00;Added again to queue 2
552;20:00;Added again to queue 2
605;20:00;Added again to queue 2
606;20:00;Added again to queue 2
3098;20:00;Added again to queue 2
3097;20:00;Added again to queue 2
3066;20:00;Added again to queue 2
3065;20:00;Added again to queue 2
1453;20:00;Added again to queue 2
1454;20:00;Added again to queue 2
865;20:00;Added again to queue 2
866;20:00;Added again to queue 2
1966;20:00;Added again to queue 2
1965;20:00;Added again to queue 2
334;20:00;Added again to queue 2
333;20:00;Added again to queue 2
429;20:00;Added again to queue 2
430;20:00;Added again to queue 2
2017;20:01;Matched
2018;20:01;Matched
2017;20:01;Added to queue 2
2018;20:01;Added to queue 2
1139;20:02;Matched
1140;20:02;Matched
2471;20:02;Matched
2472;20:02;Matched
1139;20:02;Added to queue 2
1140;20:02;Added to queue 2
2471;20:02;Settled successful
2472;20:02;Settled successful
1279;20:02;Added again to queue 2
1280;20:02;Added again to queue 2
758;20:02;Added again to queue 2
757;20:02;Added again to queue 2
2456;20:02;Added again to queue 2
2455;20:02;Added again to queue 2
841;20:02;Added again to queue 2
842;20:02;Added again to queue 2
1023;20:02;Added again to queue 2
1024;20:02;Added again to queue 2
2112;20:02;Added again to queue 2
2111;20:02;Added again to queue 2
1349;20:02;Added again to queue 2
1350;20:02;Added again to queue 2
2203;20:02;Added again to queue 2
2204;20:02;Added again to queue 2
956;20:02;Added again to queue 2
955;20:02;Added again to queue 2
228;20:02;Settled successful from queue 2
227;20:02;Settled successful from queue 2
2846;20:02;Added again to queue 2
2845;20:02;Added again to queue 2
2701;20:02;Added again to queue 2
2702;20:02;Added again to queue 2
1707;20:02;Added again to queue 2
1708;20:02;Added again to queue 2
610;20:02;Added again to queue 2
609;20:02;Added again to queue 2
2464;20:02;Added again to queue 2
2463;20:02;Added again to queue 2
1845;20:02;Added again to queue 2
1846;20:02;Added again to queue 2
2812;20:02;Added again to queue 2
2811;20:02;Added again to queue 2
1121;20:02;Added again to queue 2
1122;20:02;Added again to queue 2
2040;20:02;Added again to queue 2
2039;20:02;Added again to queue 2
1854;20:02;Added again to queue 2
1853;20:02;Added again to queue 2
2017;20:02;Settled successful from queue 2
2018;20:02;Settled successful from queue 2
363;20:03;Added to queue 1
1650;20:04;Matched
1649;20:04;Matched
2380;20:04;Matched
2379;20:04;Matched
2427;20:04;Matched
2428;20:04;Matched
1650;20:04;Settled successful
1649;20:04;Settled successful
2380;20:04;Settled successful
2379;20:04;Settled successful
2427;20:04;Added to queue 2
2428;20:04;Added to queue 2
836;20:04;Added again to queue 2
835;20:04;Added again to queue 2
1088;20:04;Added again to queue 2
1087;20:04;Added again to queue 2
2398;20:04;Added again to queue 2
2397;20:04;Added again to queue 2
2954;20:04;Added again to queue 2
2953;20:04;Added again to queue 2
131;20:04;Added again to queue 2
132;20:04;Added again to queue 2
2970;20:04;Added again to queue 2
2969;20:04;Added again to queue 2
1544;20:04;Added again to queue 2
1543;20:04;Added again to queue 2
706;20:04;Added again to queue 2
705;20:04;Added again to queue 2
1453;20:04;Added again to queue 2
1454;20:04;Added again to queue 2
1751;20:04;Added again to queue 2
1752;20:04;Added again to queue 2
1776;20:04;Settled successful from queue 2
1775;20:04;Settled successful from queue 2
1279;20:04;Added again to queue 2
1280;20:04;Added again to queue 2
758;20:04;Added again to queue 2
757;20:04;Added again to queue 2
2456;20:04;Added again to queue 2
2455;20:04;Added again to queue 2
841;20:04;Added again to queue 2
842;20:04;Added again to queue 2
1023;20:04;Added again to queue 2
1024;20:04;Added again to queue 2
2112;20:04;Added again to queue 2
2111;20:04;Added again to queue 2
1349;20:04;Added again to queue 2
1350;20:04;Added again to queue 2
2203;20:04;Added again to queue 2
2204;20:04;Added again to queue 2
956;20:04;Added again to queue 2
955;20:04;Added again to queue 2
2846;20:04;Added again to queue 2
2845;20:04;Added again to queue 2
2701;20:04;Added again to queue 2
2702;20:04;Added again to queue 2
1707;20:04;Added again to queue 2
1708;20:04;Added again to queue 2
610;20:04;Added again to queue 2
609;20:04;Added again to queue 2
2464;20:04;Added again to queue 2
2463;20:04;Added again to queue 2
1845;20:04;Added again to queue 2
1846;20:04;Added again to queue 2
2812;20:04;Added again to queue 2
2811;20:04;Added again to queue 2
1121;20:04;Added again to queue 2
1122;20:04;Added again to queue 2
2040;20:04;Added again to queue 2
2039;20:04;Added again to queue 2
1854;20:04;Added again to queue 2
1853;20:04;Added again to queue 2
346;20:04;Settled successful from queue 2
345;20:04;Settled successful from queue 2
1695;20:05;Matched
1696;20:05;Matched
2743;20:05;Matched
2744;20:05;Matched
1695;20:05;Settled successful
1696;20:05;Settled successful
2743;20:05;Settled successful
2744;20:05;Settled successful
1232;20:05;Added again to queue 2
1231;20:05;Added again to queue 2
3045;20:05;Added again to queue 2
3046;20:05;Added again to queue 2
2112;20:05;Added again to queue 2
2111;20:05;Added again to queue 2
1851;20:05;Added again to queue 2
1852;20:05;Added again to queue 2
2714;20:05;Added again to queue 2
2713;20:05;Added again to queue 2
131;20:05;Added again to queue 2
132;20:05;Added again to queue 2
1121;20:05;Added again to queue 2
1122;20:05;Added again to queue 2
551;20:05;Added again to queue 2
552;20:05;Added again to queue 2
605;20:05;Added again to queue 2
606;20:05;Added again to queue 2
3098;20:05;Added again to queue 2
3097;20:05;Added again to queue 2
3066;20:05;Added again to queue 2
3065;20:05;Added again to queue 2
1453;20:05;Added again to queue 2
1454;20:05;Added again to queue 2
865;20:05;Added again to queue 2
866;20:05;Added again to queue 2
1966;20:05;Added again to queue 2
1965;20:05;Added again to queue 2
334;20:05;Added again to queue 2
333;20:05;Added again to queue 2
429;20:05;Added again to queue 2
430;20:05;Added again to queue 2
836;20:05;Added again to queue 2
835;20:05;Added again to queue 2
1088;20:05;Added again to queue 2
1087;20:05;Added again to queue 2
2398;20:05;Added again to queue 2
2397;20:05;Added again to queue 2
2954;20:05;Added again to queue 2
2953;20:05;Added again to queue 2
131;20:05;Added again to queue 2
132;20:05;Added again to queue 2
108;20:06;Matched
107;20:06;Matched
543;20:06;Matched
544;20:06;Matched
1071;20:06;Added to queue 1
108;20:06;Added to queue 2
107;20:06;Added to queue 2
543;20:06;Added to queue 2
544;20:06;Added to queue 2
2267;20:07;Matched
2268;20:07;Matched
2267;20:07;Settled successful
2268;20:07;Settled successful
1921;20:07;Added again to queue 2
1922;20:07;Added again to queue 2
1208;20:07;Added again to queue 2
1207;20:07;Added again to queue 2
704;20:07;Added again to queue 2
703;20:07;Added again to queue 2
1663;20:07;Added again to queue 2
1664;20:07;Added again to queue 2
2332;20:07;Added again to queue 2
2331;20:07;Added again to queue 2
1959;20:07;Added again to queue 2
1960;20:07;Added again to queue 2
2481;20:07;Added again to queue 2
2482;20:07;Added again to queue 2
360;20:07;Added again to queue 2
359;20:07;Added again to queue 2
1155;20:07;Added again to queue 2
1156;20:07;Added again to queue 2
2363;20:07;Added again to queue 2
2364;20:07;Added again to queue 2
2022;20:07;Added again to queue 2
2021;20:07;Added again to queue 2
2599;20:07;Added again to queue 2
2600;20:07;Added again to queue 2
108;20:07;Added again to queue 2
107;20:07;Added again to queue 2
601;20:08;Matched
602;20:08;Matched
708;20:08;Added to queue 1
601;20:08;Settled successful
602;20:08;Settled successful
2255;20:08;Added again to queue 2
2256;20:08;Added again to queue 2
599;20:08;Added again to queue 2
600;20:08;Added again to queue 2
1588;20:08;Added again to queue 2
1587;20:08;Added again to queue 2
1455;20:08;Added again to queue 2
1456;20:08;Added again to queue 2
893;20:08;Added again to queue 2
894;20:08;Added again to queue 2
382;20:08;Added again to queue 2
381;20:08;Added again to queue 2
435;20:08;Added again to queue 2
436;20:08;Added again to queue 2
1826;20:08;Added again to queue 2
1825;20:08;Added again to queue 2
1851;20:08;Added again to queue 2
1852;20:08;Added again to queue 2
2623;20:08;Added again to queue 2
2624;20:08;Added again to queue 2
1473;20:08;Added again to queue 2
1474;20:08;Added again to queue 2
441;20:09;Added to queue 1
1859;20:09;Matched
1860;20:09;Matched
2220;20:09;Added to queue 1
1859;20:09;Added to queue 2
1860;20:09;Added to queue 2
506;20:10;Added to queue 1
1721;20:10;Added to queue 1
1043;20:11;Added to queue 1
1234;20:11;Matched
1233;20:11;Matched
1583;20:11;Matched
1584;20:11;Matched
2486;20:11;Matched
2485;20:11;Matched
1234;20:11;Settled successful
1233;20:11;Settled successful
1583;20:11;Settled successful
1584;20:11;Settled successful
2486;20:11;Settled successful
2485;20:11;Settled successful
1795;20:11;Added again to queue 2
1796;20:11;Added again to queue 2
320;20:11;Added again to queue 2
319;20:11;Added again to queue 2
2232;20:11;Added again to queue 2
2231;20:11;Added again to queue 2
1951;20:11;Added again to queue 2
1952;20:11;Added again to queue 2
1740;20:11;Added again to queue 2
1739;20:11;Added again to queue 2
1859;20:11;Added again to queue 2
1860;20:11;Added again to queue 2
1232;20:11;Added again to queue 2
1231;20:11;Added again to queue 2
3045;20:11;Added again to queue 2
3046;20:11;Added again to queue 2
2112;20:11;Added again to queue 2
2111;20:11;Added again to queue 2
1851;20:11;Added again to queue 2
1852;20:11;Added again to queue 2
2714;20:11;Added again to queue 2
2713;20:11;Added again to queue 2
131;20:11;Added again to queue 2
132;20:11;Added again to queue 2
1121;20:11;Added again to queue 2
1122;20:11;Added again to queue 2
1889;20:11;Settled successful from queue 2
1890;20:11;Settled successful from queue 2
2255;20:11;Added again to queue 2
2256;20:11;Added again to queue 2
1514;20:11;Added again to queue 2
1513;20:11;Added again to queue 2
2846;20:11;Added again to queue 2
2845;20:11;Added again to queue 2
1620;20:11;Added again to queue 2
1619;20:11;Added again to queue 2
2363;20:11;Added again to queue 2
2364;20:11;Added again to queue 2
1279;20:11;Settled successful from queue 2
1280;20:11;Settled successful from queue 2
758;20:11;Added again to queue 2
757;20:11;Added again to queue 2
2456;20:11;Added again to queue 2
2455;20:11;Added again to queue 2
841;20:11;Added again to queue 2
842;20:11;Added again to queue 2
1023;20:11;Added again to queue 2
1024;20:11;Added again to queue 2
2112;20:11;Added again to queue 2
2111;20:11;Added again to queue 2
1349;20:11;Added again to queue 2
1350;20:11;Added again to queue 2
2203;20:11;Added again to queue 2
2204;20:11;Added again to queue 2
956;20:11;Added again to queue 2
955;20:11;Added again to queue 2
2846;20:11;Added again to queue 2
2845;20:11;Added again to queue 2
2701;20:11;Added again to queue 2
2702;20:11;Added again to queue 2
1707;20:11;Added again to queue 2
1708;20:11;Added again to queue 2
610;20:11;Added again to queue 2
609;20:11;Added again to queue 2
2464;20:11;Added again to queue 2
2463;20:11;Added again to queue 2
1845;20:11;Added again to queue 2
1846;20:11;Added again to queue 2
2812;20:11;Added again to queue 2
2811;20:11;Added again to queue 2
1121;20:11;Added again to queue 2
1122;20:11;Added again to queue 2
2040;20:11;Added again to queue 2
2039;20:11;Added again to queue 2
1854;20:11;Added again to queue 2
1853;20:11;Added again to queue 2
1232;20:11;Added again to queue 2
1231;20:11;Added again to queue 2
444;20:11;Settled successful from queue 2
443;20:11;Settled successful from queue 2
2056;20:11;Added again to queue 2
2055;20:11;Added again to queue 2
2860;20:11;Added again to queue 2
2859;20:11;Added again to queue 2
1808;20:11;Added again to queue 2
1807;20:11;Added again to queue 2
1483;20:11;Added again to queue 2
1484;20:11;Added again to queue 2
1127;20:11;Added again to queue 2
1128;20:11;Added again to queue 2
2094;20:11;Added again to queue 2
2093;20:11;Added again to queue 2
1684;20:11;Added again to queue 2
1683;20:11;Added again to queue 2
618;20:11;Added again to queue 2
617;20:11;Added again to queue 2
1974;20:11;Added again to queue 2
1973;20:11;Added again to queue 2
1939;20:11;Added again to queue 2
1940;20:11;Added again to queue 2
2058;20:11;Added again to queue 2
2057;20:11;Added again to queue 2
2503;20:11;Added again to queue 2
2504;20:11;Added again to queue 2
742;20:11;Added again to queue 2
741;20:11;Added again to queue 2
985;20:11;Added again to queue 2
986;20:11;Added again to queue 2
1620;20:11;Added again to queue 2
1619;20:11;Added again to queue 2
375;20:11;Added again to queue 2
376;20:11;Added again to queue 2
1759;20:11;Added again to queue 2
1760;20:11;Added again to queue 2
813;20:11;Added again to queue 2
814;20:11;Added again to queue 2
1265;20:11;Added again to queue 2
1266;20:11;Added again to queue 2
